row_id,Product Details
50CD3DB2-2175-47CD-93E1-2BAA6350366B,Features:  Shade colour: Black  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  27.5 cm H x 15 cm W x 15 cm D
525E1108-1572-45C4-AF17-2C75D52F5CF0,Features:  Shade colour: Black  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP 20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm - 80 cm H x 20 cm W x 20 cm D
BD1D784D-D010-4A31-BEB4-2D2A06A8647C,Features:  Shade colour: Flower pattern  Brushed nickel finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  68.5 cm - 102.5 cm H x 45 cm W x 45 cm D
A40FF9E3-2187-41F7-BEFD-311504F064D8,Features:  Shade colour: Silver  Polished chrome finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  47 cm H x 15.5 cm W x 17.5 cm D
B0FE561A-80C6-41B7-92EC-349562634F53,Features:  Shade colour: Transparent and Red  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm - 100 cm H x 35 cm W x 35 cm D
9D5BF40E-3E26-4F15-9207-34A1F97190BC,###############################################################################################################################################################################################################################################################
B8AEA794-2D11-432B-923F-369C3136AE39,Features:  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  12.5 cm H x 31.5 cm W x 16.5 cm D
9E3DE42D-D2E0-4BC2-90D9-36FBC1C8AAED,Features:  Shade colour: Opal  Class I  Assembly required    Specifications:  Accommodates: 1 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  7.5 cm H x 16 cm W x 16 cm D
9CA95D3E-C11D-4EEA-8A09-38B19D3C0EE4,Features:  Shade colour: Amber glass  Antique gold finish  Class II  Assembly required    Specifications:  Accommodates: 5 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  95 cm H x 63 cm W x 63 cm D
35ACD1DF-7A86-4EB8-BF3A-3B723D4E5231,###############################################################################################################################################################################################################################################################
70EB2511-6333-45A2-8CD6-3C83C109DD3D,Features:  Shade colour: White  Polished chrome finish  Class I  Assembly required    Specifications:  Accommodates: 4 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  66 cm - 106 cm H x 98.5 cm W x 15 cm D
F827490C-9EE8-4A5A-A06C-3D39F9A861C8,Features:  Shade colour: Amber glass  Antique gold finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  27.5 cm H x 20 cm W x 20 cm D
E339AD19-5301-4EEE-A896-3E159E850D27,Features:  Shade colour: Beige Organza  Cherry wood finish  Class I  Assembly required    Specifications:  Accommodates: 4 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  48 cm - 82 cm H x 103.5 cm W x 16.5 cm D
5B38CB17-D392-4848-86AA-3FE4724310B4,Features:  Shade colour: Opal  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 2 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm - 70 cm H x 40 cm W x 13 cm D
0AA7A4F6-4B9C-491A-B105-4305F0F0D6DF,Features:  Shade colour: Black  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  45.5 cm H x 25 cm W x 25 cm D
10F209CE-B6A6-4E13-B1E3-43953C37AD33,Features:  Shade colour: White  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm - 100 cm H x 35 cm W x 35 cm D
3E169099-78E4-46D3-AACF-4491AB4568ED,###############################################################################################################################################################################################################################################################
7D00E999-6BD7-4642-A13B-45044B8026FC,Features:  Shade colour: Beige Organza  Cherry wood finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  21.5 cm H x 15 cm W x 23 cm D
0775D941-C8EF-4D84-8A2C-46E287AD6C0E,Features:  Shade colour: Black Organza  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  63.5 cm H x 35 cm W x 35 cm D
1D374A46-1748-4F9A-AC85-4BA0870CB879,Features:  Shade colour: White Organza  Wedge wood finish  Class I  Assembly required    Specifications:  Accommodates: 4 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  48 cm - 82 cm H x 103.5 cm W x 16.5 cm D
13DE6885-D789-429E-92BD-4C7E01DED648,Features:  Shade colour: Baroque pattern  Antique gold finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  68.5 cm - 102.5 cm H x 45 cm W x 45 cm D
3BA4EFFB-6750-41F7-AC56-4CB4605FCC75,Features:  Brushed nickel finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  26 cm H x 33 cm W x 11.5 cm D
E84CA2B5-B87A-4F71-894A-4D1C54F0EB64,###############################################################################################################################################################################################################################################################
79F1283B-F1A6-4B52-B763-4D28552DA198,Features:  Shade colour: White  Polished chrome finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  27 cm H x 26 cm W x 11 cm D
F5EF6212-4FB9-416E-B7A3-4E47D285A823,Features:  Antique gold finish  Class I  Assembly required    Specifications:  Accommodates: 2 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  33 cm H x 40 cm W x 24 cm D
823E0B99-4DB0-4210-A149-4F6F9E99B3CF,Features:  Shade colour: Amber glass  Antique gold finish  Class II  Assembly required    Specifications:  Accommodates: 3 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  100 cm H x 40 cm W x 40 cm D
DD1CBF82-3579-4D94-AEA6-52857C7BF5A2,Features:  Brushed nickel finish  Shade colour: Blue  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  45 cm H x 20 cm W x 32 cm D
4A42BE97-F5FC-4F15-AC05-541BFF146D2B,Features:  Shade colour: Beige Organza  Cherry wood finish  Class I  Assembly required    Specifications:  Accommodates: 2 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  72 cm - 106 cm H x 127 cm W x 45 cm D
F47BB011-F5B2-4282-A329-54F291035B38,Features:  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  11.5 cm H x 27.6 cm W x 10 cm D
F6A41A67-5730-4545-A647-55F41CAD061F,Features:  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  157 cm H x 41.5 cm W x 41.5 cm D
451926EB-17DA-4EF3-BA48-59980B593F3A,Features:  Shade colour: Beige Organza  Cherry wood finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  47 cm - 87 cm H x 40 cm W x 40 cm D
B2146B54-1F77-4EA4-A4D9-5A22CF1D57C0,Features:  Shade colour: Beige Organza  Cherry wood finish  Class I  Assembly required    Specifications:  Accommodates: 4 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  65.5 cm - 100 cm H x 103.5 cm W x 16.5 cm D
E37A0630-7EA0-4E79-AED9-5BAEDA48BD04,Features:  Shade colour: Beige Organza  Cherry wood finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  161 cm H x 40 cm W x 40 cm D
9C1BBAF2-3DF6-45CC-9FAE-5E9BC6126E65,Features:  Shade colour: White Organza  Wedge wood finish  Class I  Assembly required    Specifications:  Accommodates: 2 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  40 cm - 62 cm H x 55 cm W x 16.5 cm D
ACAA8A59-35AD-40E2-8227-601934C0BC56,Features:  Shade colour: Anthracite Golden paint  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  65 cm - 150 cm H x 43.5 cm W x 43.5 cm D
55EA309A-40FB-4A32-82F1-618FD1C6CDC6,Features:  Shade colour: Red Organza  Antique gold finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  60 cm H x 35 cm W x 35 cm D
BB1120AA-4574-4764-938D-61E71C0B5B05,Features:  Shade colour: White  Brushed nickel finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included) with 1 x LED Max 1W  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  63 cm H x 20 cm W x 19.5 cm D
2D6862E4-B42E-473E-BB99-6693D4AEC1A5,Features:  Shade colour: Beige Organza  Cherry wood finish  Class I  Assembly required    Specifications:  Accommodates: 4 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  48 cm - 82 cm H x 107 cm W x 20 cm D
F45C1C2D-A2D2-42CD-9D86-66A2036D8497,###############################################################################################################################################################################################################################################################
6AA8BF49-1F40-41BB-8419-684121DCE120,Features:  Shade colour: White Organza  Wedge wood finish  Class I  Assembly required    Specifications:  Accommodates: 2 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  37.5 cm - 61.5 cm H x 59 cm W x 20 cm D
29C8B842-1AD5-4931-8C0D-69DC1F0C6CC0,Features:  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm - 100 cm H x 30 cm W x 30 cm D
E4BCE63B-898A-4F79-BD14-6C566F8F527C,Features:  Shade colour: White Organza  Wedge wood finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  47 cm - 87 cm H x 40 cm W x 40 cm D
501E7E93-0816-47A9-9D33-6D34CD32A432,Features:  Assembly required    Specifications:  Accommodates: 1 x TR5 Max 22W (bulb included) with 1 x TR5 Max 60W (bulb included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  75 cm - 100 cm H x 46.5 cm W x 46.5 cm D
BC90F39B-36E5-44EB-B618-6E6A2CDAFBD9,Features:  Shade colour: Red Organza  Antique gold finish  Class I  Assembly required    Specifications:  Accommodates: 5 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  60 cm - 75 cm H x 60 cm W x 60 cm D
A8272335-983C-4101-AC09-6ECA65AD1D7E,Features:  Shade colour: Gold  Gold plated finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  66 cm H x 35 cm W x 35 cm D
AE99889D-4CD0-4DD2-A704-6FC6EF11CA88,Features:  Shade colour: Amber glass  Antique gold finish  Class I  Assembly required    Specifications:  Accommodates: 2 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  95 cm H x 30 cm W x 30 cm D
98E9F3EF-A94C-4B88-BACD-70DCEE836A71,###############################################################################################################################################################################################################################################################
C140FC21-167B-4662-8360-71C6B52F4DAD,Features:  Shade colour: Red  Polished chrome finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm - 95 cm H x 30 cm W x 30 cm D
8040440D-2DFA-41F4-BB2C-721228172E5C,###############################################################################################################################################################################################################################################################
23D398F8-BE2E-4284-80A2-72ACA836CD4D,###############################################################################################################################################################################################################################################################
4D88B30D-00BD-400E-B2BE-72AD32288207,###############################################################################################################################################################################################################################################################
32A1354C-2CA0-4999-9C7E-72F590EBA759,Features:  Shade colour: Beige Organza  Cherry wood finish  Class I  Assembly required    Specifications:  Accommodates: 2 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  37.5 cm - 61.5 cm H x 59 cm W x 20 cm D
E15D3689-C860-46ED-AC22-7487EBF2640F,Features:  Shade colour: Amber glass  Antique gold finish  Class II  Assembly required    Specifications:  Accommodates: 6 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  100 cm H x 75 cm W x 75 cm D
751651FA-A210-40F0-B17F-74C4C725CF3E,Features:  Shade colour: Red Organza  Antique gold finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm H x 18 cm W x 18 cm D
9430E13D-EC26-4AA9-BE89-765A72510A26,Features:  Shade colour: Baroque pattern  Antique gold finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  68.5 cm - 102.5 cm H x 45 cm W x 45 cm D
8872FF28-E8AA-4DEF-80DF-76C299A7479C,
97E14F86-BCBD-47A4-9930-787038A3D553,Features:  Brushed nickel finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  26 cm H x 20 cm W x 20 cm D
C871CEFD-7A32-46DC-AF3D-7A2A377EECFD,Features:  Brushed nickel finish  Class II  Assembly required    Specifications:  Accommodates: 2 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  63 cm - 95 cm H x 75 cm W x 25 cm D
6D788AD8-B6CA-4510-999C-7BFC51455FA9,Features:  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  65 cm H x 39.5 cm W x 39.5 cm D
6B44CE24-EF55-411B-889C-7BFECFBFEC73,###############################################################################################################################################################################################################################################################
68EEBF57-37FC-4EDF-A999-7E53A343BF5A,###############################################################################################################################################################################################################################################################
8ADCBB80-A646-4C87-8644-7F007EBE8A48,Features:  Class I  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  11.5 cm H x 29.5 cm W x 29.5 cm D
374282DF-F730-4233-87CF-7FFB07569461,Features:  Shade colour: Amber glass  Antique gold finish  Class I  Assembly required    Specifications:  Accommodates: 2 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  25.5 cm H x 46 cm W x 24.5 cm D
AE933A33-C2F9-4CC1-AC44-810FCF83D252,Features:  Shade colour: Red Organza  Antique gold finish  Class II  Assembly required    Specifications:  Accommodates: 2 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  65 cm H x 35 cm W x 35 cm D
DB649555-EF8B-4979-BBEF-8182A8214106,###############################################################################################################################################################################################################################################################
1421BC1F-97FE-4F06-AEB4-82085D9417DB,Features:  Brushed nickel finish  Class II  Assembly required    Specifications:  Accommodates: 2 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  63 cm - 95 cm H x 75 cm W x 25 cm D
300A920D-2993-4259-BA07-8307D0270B2E,Features:  Shade colour: Black  Polished chrome finish  Class I  Assembly required    Specifications:  Accommodates: 1 x E14 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  40 cm H x 16.5 cm W x 14.5 cm D
86544067-8113-45BA-93EC-86A65656423D,Features:  Shade colour: Black  Brushed nickel finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 40W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  31.5 cm H x 25 cm W x 17 cm D
C920D3E0-D8B8-4D07-B84E-8B8A397589AB,###############################################################################################################################################################################################################################################################
C36BD6EB-68E8-4952-8566-8C57A29E211E,Features:  Shade colour: White Organza  Wedge wood finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm - 100 cm H x 45 cm W x 45 cm D
F153BFDF-3312-48C8-9A80-8CC66664F937,Features:  Brushed nickel finish  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  157 cm H x 40 cm W x 25 cm D
4974AB42-C3B4-4F5C-9C60-8D14E0F2A490,Features:  Shade colour: Beige Organza  Cherry wood finish  Class I  Assembly required    Specifications:  Accommodates: 2 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  66 cm - 90 cm H x 111.5 cm W x 40 cm D
32AA144E-74BE-49D4-A434-8E72BF09784F,Features:  Class II  Assembly required    Specifications:  Accommodates: 1 x E27 Max 60W (bulb not included)  IP20 Rating  Voltage: 230V - 50Hz    Dimensions:  50 cm - 100 cm H x 33.5 cm W x 33.5 cm D
